question,answer,source
복합성 피부가 촉촉한 앰플 추천해줘,"복합성 피부는 T존은 기름지고 U존은 건조한 특징이 있어, 수분 공급과 유분 조절을 동시에 고려한 제품을 선택하는 것이 중요합니다. 촉촉함을 유지하면서도 무겁지 않은 앰플을 추천드릴게요.

1. **토리든 다이브인 저분자 히알루론산 앰플**
   - 주요 성분: 저분자 히알루론산(피부 깊숙이 수분 공급), 판테놀(피부 진정 및 보습 강화)
   - 추천 이유: 가벼운 제형으로 빠르게 흡수되며, 피부에 수분을 충분히 공급하여 촉촉함을 유지시켜 줍니다. 복합성 피부에도 부담 없이 사용할 수 있습니다.
   - 주요 리뷰
     - ""피부에 빠르게 흡수되어 끈적임 없이 촉촉함을 유지해줘요. 복합성 피부에도 잘 맞아요.""

2. **넘버즈인 3번 수분 앰플**
   - 주요 성분: 글리세린(수분 공급 및 보습), 나이아신아마이드(피부 톤 개선 및 피지 조절)
   - 추천 이유: 수분 공급과 함께 피지 조절 기능이 있어 복합성 피부에 적합합니다. 피부를 촉촉하게 유지하면서도 번들거림을 줄여줍니다.
   - 주요 리뷰
     - ""수분감이 풍부하고, 번들거림 없이 산뜻하게 마무리돼요. 복합성 피부에 딱이에요.""

3. **이니스프리 그린티 씨드 세럼**
   - 주요 성분: 녹차 추출물(항산화 및 수분 공급), 녹차 씨드 오일(피부 장벽 강화)
   - 추천 이유: 녹차 성분이 피부에 수분을 공급하고, 항산화 효과로 피부를 건강하게 유지시켜 줍니다. 가벼운 사용감으로 복합성 피부에 적합합니다.
   - 주요 리뷰
     - ""촉촉하면서도 산뜻한 마무리감이 좋아요. 복합성 피부에도 잘 맞고, 피부가 건강해지는 느낌이에요.""

이 제품들은 복합성 피부에 적합한 수분 공급과 유분 조절을 도와주어 촉촉한 피부를 유지하는 데 도움을 줄 것입니다.","[Document(metadata={'name': '밀리타리스동충하초균사체추출물', 'type': 'ingredient'}, page_content='밀리타리스동충하초균사체추출물은 피부 진정 및 항염 효과로 인해 화장품'), Document(metadata={'name': '산수국잎추출물', 'type': 'ingredient'}, page_content='산수국잎추출물은 피부 진정 및 보습에 효과가 있는 성분으로, 항산화 특성이 있어 피부 노화를 예방하는 데 도움을 줄 수 있습니다. 민감한 피부에도 적합하여 다양한 스킨케어 제품에 사용됩니다.')]"
복합성 피부가 흡수 잘 되는 에센스 추천해줘,"복합성 피부는 T존은 기름지고 U존은 건조한 특징이 있어, 흡수가 빠르고 가벼운 에센스를 사용하는 것이 좋습니다. 다음은 복합성 피부에 적합한 에센스 추천 목록입니다.

1. 이니스프리 그린티 씨드 세럼
   - 주요 성분: 녹차 추출물(피부 진정 및 보습), 판테놀(피부 장벽 강화 및 보습)
   - 추천 이유: 가벼운 제형으로 빠르게 흡수되며, 피부에 수분을 공급하고 진정 효과를 줌
   - 주요 리뷰
     - 산뜻한 사용감으로 끈적임 없이 흡수되어 복합성 피부에 적합하며, 피부가 촉촉해지는 느낌이 듭니다.

2. 라네즈 워터뱅크 하이드로 에센스
   - 주요 성분: 히알루론산(피부 깊숙한 보습 제공), 미네랄 워터(피부 수분 공급 및 진정)
   - 추천 이유: 수분을 즉각적으로 공급하여 피부를 촉촉하게 유지하며, 가벼운 제형으로 흡수가 빠름
   - 주요 리뷰
     - 피부에 수분을 즉각적으로 공급해주고, 끈적임 없이 산뜻하게 마무리되어 복합성 피부에 잘 맞습니다.

3. 미샤 타임 레볼루션 더 퍼스트 트리트먼트 에센스
   - 주요 성분: 발효 효모 추출물(피부 톤 개선 및 보습), 나이아신아마이드(피부 톤 개선 및 장벽 강화)
   - 추천 이유: 발효 성분이 피부에 빠르게 흡수되어 피부결을 매끄럽게 정돈하고, 복합성 피부에 적합한 산뜻한 마무리감 제공
   - 주요 리뷰
     - 발효 성분 덕분에 피부가 부드럽고 매끄러워지며, 흡수가 빨라 복합성 피부에 잘 맞습니다.","[Document(metadata={'name': '밤껍질가루', 'type': 'ingredient'}, page_content='밤껍질가루는 각질 제거 및 피부 정화를 돕는 천연 스크럽제로 사용됩니다. 항산화 성분이 풍부하여 피부 노화 방지에 기여할 수 있으며, 민감한 피부에 자극을 줄 수 있으므로 패치 테스트가 권장됩니다.'), Document(metadata={'name': '밀리타리스동충하초균사체추출물', 'type': 'ingredient'}, page_content='밀리타리스동충하초균사체추출물은 피부 진정 및 항염 효과로 인해 화장품')]"
건성 피부가 진정 효과 있는 토너 추천해줘,"건성 피부에 진정 효과가 있는 토너는 피부를 촉촉하게 유지하면서도 자극을 최소화하는 제품이 좋습니다. 아래에 추천드리는 토너들은 건성 피부에 적합하며, 진정 효과가 뛰어난 제품들입니다.

1. 라운드랩 1025 독도 토너
   - 주요 성분: 해양 심층수(피부 진정 및 수분 공급), 판테놀(피부 진정 및 보습 강화)
   - 추천 이유: 가벼운 워터 제형으로 빠르게 흡수되며, 피부 진정과 수분 공급에 효과적
   - 주요 리뷰
     - 자극 없이 부드럽게 각질을 제거해주고, 피부를 촉촉하게 유지시켜줘서 이제는 화장이 더 잘 먹게 됐습니다.
     - 민감성인 나에게도 전혀 자극적이지 않고 순하게 느껴졌으며, 워터 타입이라 가볍고 산뜻하게 사용할 수 있다.

2. 더마토리 하이포알러제닉 시카 토너
   - 주요 성분: 병풀 추출물(피부 진정 및 보호), 판테놀(피부 보습 및 장벽 강화)
   - 추천 이유: 무향료, 무알코올, 저자극 테스트 완료로, 예민한 피부의 진정과 장벽 강화에 도움을 줌
   - 주요 리뷰
     - 무난하게 사용하기 좋은 토너라는 생각이 들어요. 향도 없고 물같은 제형이라 피부결 정돈해주는 데 딱 좋아요.

3. 하루하루원더 블랙라이스 히알루로닉 무향 토너
   - 주요 성분: 흑미 추출물(항산화 및 피부 진정), 히알루론산(피부 깊숙한 보습 제공)
   - 추천 이유: 무향료로 향에 민감한 분들도 사용 가능하며, 보습과 피부 탄력 개선에 도움을 줌
   - 주요 리뷰
     - 향료 알레르기 있는데 이 제품은 알레르기 없이 잘 바르고 있어요. 촉촉함이 좋습니다.
     - 물같이 무르지 않은 제형이라 그런지 수분감이 더 묵직함 느낌입니다. 각질제거 성분이 따로 안들어 있어서 여러번 레이어링하기에도 자극 없이 좋았어요.

이 제품들은 건성 피부에 필요한 수분 공급과 진정 효과를 제공하여, 피부를 편안하게 유지하는 데 도움을 줄 것입니다.","[Document(metadata={'name': '팥꽃나무싹추출물', 'type': 'ingredient'}, page_content='팥꽃나무싹추출물은 피부 진정 및 항염 효과로 피부 관리 제품에 사용됩니다. 항산화 성분이 있어 노화 방지에 도움이 될 수 있습니다. 그러나 일부 피부에 자극을 줄 수 있어 사용 전 패치 테스트가 권장됩니다.'), Document(metadata={'name': '리날룰리페룸녹나무잎뿌리오일', 'type': 'ingredient'}, page_content='리날룰리페룸녹나무잎뿌리오일은 주로 항균 및 항염 효과로 알려져 있습니다. 피부 진정 및 보습 효과를 제공하며, 향을 강화하는 데 사용됩니다. 개별 민감성에 따라 피부 자극이 있을 수 있으니 사용 전 패치 테스트가 권장됩니다.')]"
건성 피부가 자극 없는 세럼 추천해줘,"건성 피부에 자극 없이 사용할 수 있는 세럼을 찾고 계시다면, 보습과 진정 효과가 뛰어난 제품을 추천드립니다. 

1. 더랩바이블랑두 판테놀 세럼
   - 주요 성분: 판테놀(피부 진정 및 보습 강화), 알란토인(피부 진정 및 보호)
   - 추천 이유: 민감한 피부에도 자극 없이 사용할 수 있으며, 피부 장벽을 강화하고 수분을 공급해줍니다.
   - 주요 리뷰
     - 피부가 민감한 편인데도 전혀 자극 없이 사용할 수 있었고, 사용 후 피부가 부드럽고 촉촉해졌습니다.

2. 아비브 하이포알러제닉 세럼
   - 주요 성분: 병풀 추출물(피부 진정 및 보호), 히알루론산(피부 깊숙한 보습 제공)
   - 추천 이유: 무향료, 무알코올, 저자극 포뮬러로 민감한 피부에 적합하며, 가벼운 제형으로 빠르게 흡수됩니다.
   - 주요 리뷰
     - 피부가 예민한 편인데도 자극 없이 잘 맞았고, 수분감이 오래 지속되어 건조함이 많이 개선되었습니다.

3. 이니스프리 그린티 씨드 세럼
   - 주요 성분: 녹차 추출물(항산화 및 진정 효과), 히알루론산(보습 강화)
   - 추천 이유: 녹차의 항산화 성분이 피부를 진정시키고, 히알루론산이 수분을 공급하여 건조한 피부를 촉촉하게 유지시켜줍니다.
   - 주요 리뷰
     - 사용 후 피부가 부드럽고 촉촉해졌으며, 자극 없이 편안하게 사용할 수 있었습니다. 

이 세럼들은 모두 건성 피부에 적합하며, 자극 없이 피부를 진정시키고 보습을 강화하는 데 도움을 줍니다. 사용 전 패치 테스트를 통해 개인의 피부 반응을 확인하는 것을 권장합니다.","[Document(metadata={'name': '리드아세테이트트라이하이드레이트', 'type': 'ingredient'}, page_content='리드아세테이트트라이하이드레이트는 주로 염색약에서 착색제로 사용되지만, 납 중독의 위험이 있어 안전성이 우려됩니다. 피부 및 체내 흡수 시 건강에 해로울 수 있으므로 사용이 제한되거나 금지되는 경우가 많습니다.'), Document(metadata={'name': '리날룰리페룸녹나무잎뿌리오일', 'type': 'ingredient'}, page_content='리날룰리페룸녹나무잎뿌리오일은 주로 항균 및 항염 효과로 알려져 있습니다. 피부 진정 및 보습 효과를 제공하며, 향을 강화하는 데 사용됩니다. 개별 민감성에 따라 피부 자극이 있을 수 있으니 사용 전 패치 테스트가 권장됩니다.')]"
건성 피부가 가벼운 크림 추천해줘,"건성 피부이지만 가벼운 사용감을 원하는 분들을 위해, 보습력은 유지하면서도 산뜻한 마무리감을 주는 크림을 추천드립니다.

1. 라로슈포제 시카플라스트 밤 B5
   - 주요 성분: 판테놀(피부 진정 및 보습 강화), 마데카소사이드(피부 장벽 강화 및 진정)
   - 추천 이유: 가벼운 제형이지만 보습력이 뛰어나며, 피부 장벽을 강화해주는 성분이 포함되어 있어 건성 피부에도 적합
   - 주요 리뷰
     - 피부에 빠르게 흡수되며, 끈적임 없이 산뜻한 마무리감을 줍니다. 건조한 부위에 집중적으로 사용하기 좋습니다.

2. 더마토리 하이포알러제닉 시카 젤 크림
   - 주요 성분: 병풀 추출물(피부 진정 및 보호), 판테놀(피부 보습 및 장벽 강화)
   - 추천 이유: 무향료, 무알코올, 저자극 포뮬러로 민감한 피부에 적합하며, 가벼운 젤 타입으로 빠른 흡수와 산뜻한 마무리감을 제공합니다.
   - 주요 리뷰
     - 무향료, 무알코올, 저자극 테스트 완료로, 예민한 피부의 진정과 장벽 강화에 도움을 줍니다.

3. 벨리프 더 트루 크림 - 아쿠아 밤
   - 주요 성분: 나이아신아마이드(피부 톤 개선 및 보습), 레이디스맨틀(피부 진정 및 수분 공급)
   - 추천 이유: 젤 타입의 크림으로 피부에 수분을 즉각적으로 공급하며, 산뜻한 마무리감으로 건성 피부에도 부담 없이 사용 가능
   - 주요 리뷰
     - 수분감이 풍부하고, 피부에 바르면 시원한 느낌이 들어 여름철에도 사용하기 좋습니다. 끈적임 없이 흡수되어 메이크업 전에 사용하기에도 적합합니다.","[Document(metadata={'name': '팥꽃나무싹추출물', 'type': 'ingredient'}, page_content='팥꽃나무싹추출물은 피부 진정 및 항염 효과로 피부 관리 제품에 사용됩니다. 항산화 성분이 있어 노화 방지에 도움이 될 수 있습니다. 그러나 일부 피부에 자극을 줄 수 있어 사용 전 패치 테스트가 권장됩니다.'), Document(metadata={'name': '세틸베타인', 'type': 'ingredient'}, page_content='세틸베타인은 주로 헤어 컨디셔너와 클렌저에 사용되는 양이온 계면활성제입니다. 모발 보습과 부드러움 향상에 기여하며, 자극이 적어 민감한 피부에도 비교적 안전하게 사용됩니다.')]"
건성 피부가 여름에 쓰기 좋은 마스크팩 추천해줘,"건성 피부는 여름철에도 충분한 수분 공급이 필요합니다. 특히, 더운 날씨로 인해 피부가 쉽게 건조해질 수 있으므로, 수분을 충분히 공급하고 피부를 진정시켜주는 마스크팩을 사용하는 것이 좋습니다. 다음은 건성 피부가 여름에 사용하기 좋은 마스크팩 추천 목록입니다.

1. 메디힐 N.M.F 아쿠아링 앰플 마스크
   - 주요 성분: 히알루론산(피부 깊숙한 보습 제공), 세라마이드(피부 장벽 강화 및 수분 유지)
   - 추천 이유: 즉각적인 수분 공급과 피부 진정 효과로 건조한 피부를 촉촉하게 유지시켜 줌
   - 주요 리뷰
     - 피부가 즉각적으로 촉촉해지고, 사용 후에도 오랫동안 수분감이 유지되어 만족스럽습니다.

2. 이니스프리 마이 리얼 스퀴즈 마스크 - 알로에
   - 주요 성분: 알로에 베라 추출물(피부 진정 및 보습), 녹차 추출물(항산화 및 피부 보호)
   - 추천 이유: 알로에 성분이 피부를 진정시키고, 수분을 공급하여 여름철 자극받은 피부에 적합
   - 주요 리뷰
     - 자극 없이 부드럽게 피부를 진정시켜주고, 사용 후 피부가 부드럽고 촉촉해졌어요.

3. 토니모리 I'm Real 시트 마스크 - 아보카도
   - 주요 성분: 아보카도 추출물(영양 공급 및 보습), 쉐어버터(피부 보호 및 수분 유지)
   - 추천 이유: 영양과 수분을 동시에 공급하여 건조한 피부를 건강하게 가꿔줌
   - 주요 리뷰
     - 피부가 부드럽고 촉촉해지며, 영양감이 느껴져서 만족스럽습니다.

이 마스크팩들은 건성 피부에 필요한 수분과 영양을 충분히 공급해주어 여름철에도 건강한 피부를 유지하는 데 도움을 줄 것입니다.","[Document(metadata={'name': '밤껍질가루', 'type': 'ingredient'}, page_content='밤껍질가루는 각질 제거 및 피부 정화를 돕는 천연 스크럽제로 사용됩니다. 항산화 성분이 풍부하여 피부 노화 방지에 기여할 수 있으며, 민감한 피부에 자극을 줄 수 있으므로 패치 테스트가 권장됩니다.'), Document(metadata={'name': '산수국잎추출물', 'type': 'ingredient'}, page_content='산수국잎추출물은 피부 진정 및 보습에 효과가 있는 성분으로, 항산화 특성이 있어 피부 노화를 예방하는 데 도움을 줄 수 있습니다. 민감한 피부에도 적합하여 다양한 스킨케어 제품에 사용됩니다.')]"
건성 피부가 유분 많은 날에 좋은 에센스 추천해줘,"건성 피부이지만 유분이 많은 날에는 수분 공급은 충분히 하면서도 유분을 조절할 수 있는 에센스를 사용하는 것이 좋습니다. 다음은 그런 날에 적합한 에센스 추천 목록입니다.

1. 라로슈포제 에빠끌라 매트 모이스처라이저
   - 주요 성분: 징크 PCA(피지 조절 및 항균 효과), 라로슈포제 온천수(피부 진정 및 보습)
   - 추천 이유: 유분을 조절하면서도 피부를 촉촉하게 유지해주는 제품으로, 번들거림 없이 산뜻한 마무리감을 제공합니다.
   - 주요 리뷰
     - 유분이 많은 날에도 번들거림 없이 산뜻하게 마무리되어 좋습니다. 피부가 매트해지면서도 건조하지 않아요.

2. 이니스프리 그린티 씨드 세럼
   - 주요 성분: 녹차 추출물(항산화 및 수분 공급), 판테놀(피부 진정 및 보습 강화)
   - 추천 이유: 수분을 충분히 공급하면서도 가벼운 제형으로 유분이 많은 날에도 부담 없이 사용할 수 있습니다.
   - 주요 리뷰
     - 수분감이 풍부하면서도 끈적임 없이 흡수되어 유분이 많은 날에도 사용하기 좋습니다.

3. 더랩바이블랑두 판테놀 세럼
   - 주요 성분: 판테놀(피부 진정 및 보습), 나이아신아마이드(피부 톤 개선 및 피지 조절)
   - 추천 이유: 피부 진정과 보습을 동시에 제공하며, 유분 조절에도 도움을 줍니다.
   - 주요 리뷰
     - 유분이 많은 날에도 산뜻하게 사용할 수 있으며, 피부가 진정되고 촉촉해지는 느낌이 듭니다.","[Document(metadata={'name': '밀리타리스동충하초균사체추출물', 'type': 'ingredient'}, page_content='밀리타리스동충하초균사체추출물은 피부 진정 및 항염 효과로 인해 화장품'), Document(metadata={'name': '스위트시슬리추출물', 'type': 'ingredient'}, page_content='스위트시슬리추출물은 피부 진정 및 항염 효과가 있어 주로 화장품에 사용됩니다. 또한 항산화 성분이 함유되어 피부 건강을 지원하고 노화 방지에 도움을 줄 수 있습니다. 알레르기 반응을 일으킬 수 있으므로 피부 테스트가 권장됩니다.')]"
건성 피부가 당김 없게 클렌저 추천해줘,"건성 피부는 클렌징 후에도 당김 없이 촉촉함을 유지하는 것이 중요합니다. 다음은 건성 피부에 적합한 클렌저 추천 목록입니다.

1. **세타필 젠틀 스킨 클렌저**
   - 주요 성분: 글리세린(보습 및 수분 유지), 판테놀(피부 진정 및 보습 강화)
   - 추천 이유: 피부에 자극 없이 부드럽게 세정하며, 보습 성분이 함유되어 있어 세안 후에도 촉촉함을 유지합니다.
   - 주요 리뷰
     - 세안 후에도 피부가 당기지 않고 촉촉하게 유지되어 건성 피부에 적합하다는 평이 많습니다.

2. **라로슈포제 토레리안 하이드레이팅 젠틀 클렌저**
   - 주요 성분: 세라마이드(피부 장벽 강화), 니아신아마이드(피부 진정 및 보습)
   - 추천 이유: 민감한 건성 피부에도 적합하며, 세정 후에도 피부의 수분을 유지시켜줍니다.
   - 주요 리뷰
     - 피부가 민감한 편인데도 자극 없이 사용할 수 있었고, 세안 후에도 촉촉함이 오래 지속된다는 리뷰가 많습니다.

3. **아벤느 젠틀 밀크 클렌저**
   - 주요 성분: 아벤느 온천수(피부 진정 및 보습), 글리세린(수분 유지)
   - 추천 이유: 크림 타입의 클렌저로, 세안 후에도 피부가 부드럽고 촉촉하게 유지됩니다.
   - 주요 리뷰
     - 부드러운 사용감과 세안 후에도 당김 없이 촉촉함이 유지된다는 점에서 건성 피부에 적합하다는 평가가 많습니다.

이 제품들은 건성 피부에 적합한 성분을 포함하고 있어, 세안 후에도 당김 없이 촉촉함을 유지하는 데 도움을 줄 수 있습니다.","[Document(metadata={'name': '폴록사머334', 'type': 'ingredient'}, page_content='폴록사머 334는 피부와 헤어 제품에 자주 사용되는 비이온성 계면활성제입니다. 물과 기름을 섞는 성질이 있어 클렌징 제품에 활용되며, 피부 자극이 적고 안정성이 높아 안전성이 입증된 성분으로 간주됩니다.'), Document(metadata={'name': '스위트시슬리추출물', 'type': 'ingredient'}, page_content='스위트시슬리추출물은 피부 진정 및 항염 효과가 있어 주로 화장품에 사용됩니다. 또한 항산화 성분이 함유되어 피부 건강을 지원하고 노화 방지에 도움을 줄 수 있습니다. 알레르기 반응을 일으킬 수 있으므로 피부 테스트가 권장됩니다.')]"
건성 피부가 흡수 잘 되는 토너 추천해줘,"건성 피부는 수분 공급이 중요하므로, 흡수가 잘 되고 보습 효과가 뛰어난 토너를 사용하는 것이 좋습니다. 다음은 건성 피부에 적합한 토너 추천 목록입니다.

1. 라운드랩 1025 독도 토너
   - 주요 성분: 해양 심층수(미네랄 공급 및 수분 유지), 판테놀(피부 진정 및 보습 강화)
   - 추천 이유: 가벼운 워터 제형으로 빠르게 흡수되며, 피부 진정과 수분 공급에 효과적
   - 주요 리뷰
     - 자극 없이 부드럽게 각질을 제거해주고, 피부를 촉촉하게 유지시켜줘서 이제는 화장이 더 잘 먹게 됐습니다.
     - 민감성인 나에게도 전혀 자극적이지 않고 순하게 느껴졌으며, 워터 타입이라 가볍고 산뜻하게 사용할 수 있다.

2. 하루하루원더 블랙라이스 히알루로닉 무향 토너
   - 주요 성분: 발효 흑미 추출물(항산화 및 보습), 히알루론산(피부 깊숙한 보습 제공)
   - 추천 이유: 무향료로 향에 민감한 분들도 사용 가능하며, 보습과 피부 탄력 개선에 도움을 줌
   - 주요 리뷰
     - 향료 알레르기 있는데 이 제품은 알레르기 없이 잘 바르고 있어요. 촉촉함이 좋습니다.
     - 물같이 무르지 않은 제형이라 그런지 수분감이 더 묵직한 느낌입니다. 각질제거 성분이 따로 안들어 있어서 여러번 레이어링하기에도 자극 없이 좋았어요.

3. 더마토리 하이포알러제닉 시카 토너
   - 주요 성분: 병풀 추출물(피부 진정 및 보호), 판테놀(피부 보습 및 장벽 강화)
   - 추천 이유: 무향료, 무알코올, 저자극 테스트 완료로, 예민한 피부의 진정과 장벽 강화에 도움을 줌
   - 주요 리뷰
     - 무난하게 사용하기 좋은 토너라는 생각이 들어요. 향도 없고 물같은 제형이라 피부결 정돈해주는 데 딱 좋아요.

이 토너들은 건성 피부에 필요한 수분을 공급하고, 빠르게 흡수되어 피부를 촉촉하게 유지하는 데 도움을 줄 것입니다.","[Document(metadata={'name': '다마스크장미피토플라센타배양추출물', 'type': 'ingredient'}, page_content='다마스크장미피토플라센타배양추출물은 피부 진정 및 보습 효과가 뛰어나며, 항산화 특성을 통해 피부 노화 방지에 도움을 줍니다. 또한, 피부 톤 개선 및 탄력 증대에 기여할 수 있는 성분으로 알려져 있습니다.'), Document(metadata={'name': '리드아세테이트트라이하이드레이트', 'type': 'ingredient'}, page_content='리드아세테이트트라이하이드레이트는 주로 염색약에서 착색제로 사용되지만, 납 중독의 위험이 있어 안전성이 우려됩니다. 피부 및 체내 흡수 시 건강에 해로울 수 있으므로 사용이 제한되거나 금지되는 경우가 많습니다.')]"
지성 피부가 진정 효과 있는 세럼 추천해줘,"지성 피부는 피지 분비가 많아 트러블이 생기기 쉬우므로, 진정 효과가 뛰어난 세럼을 사용하는 것이 중요합니다. 아래에 지성 피부에 적합한 진정 효과 있는 세럼을 추천드립니다.

1. **라로슈포제 시카플라스트 밤 B5**
   - 주요 성분: 판테놀(피부 진정 및 보습), 마데카소사이드(피부 장벽 강화 및 진정)
   - 추천 이유: 지성 피부에도 부담 없이 사용할 수 있는 가벼운 제형으로, 피부 진정과 장벽 강화에 효과적입니다.
   - 주요 리뷰
     - 피부가 민감할 때 사용하면 빠르게 진정되는 느낌이 들고, 끈적임 없이 산뜻하게 마무리됩니다.

2. **이니스프리 비자 시카 밤**
   - 주요 성분: 비자 오일(피부 진정 및 보호), 병풀 추출물(피부 진정 및 장벽 강화)
   - 추천 이유: 트러블 진정에 효과적이며, 지성 피부에도 무겁지 않게 사용할 수 있는 제품입니다.
   - 주요 리뷰
     - 트러블이 올라올 때 사용하면 빠르게 가라앉고, 피부가 매끄러워지는 느낌이 듭니다.

3. **닥터자르트 시카페어 세럼**
   - 주요 성분: 병풀 추출물(피부 진정 및 보호), 나이아신아마이드(피부 톤 개선 및 진정)
   - 추천 이유: 민감한 지성 피부에도 적합하며, 피부 진정과 톤 개선에 도움을 줍니다.
   - 주요 리뷰
     - 피부가 예민할 때 사용하면 진정 효과가 뛰어나고, 피부 톤이 한결 밝아지는 느낌입니다.

이 세럼들은 지성 피부에 적합한 가벼운 제형으로, 피부 진정과 장벽 강화에 도움을 줄 수 있습니다. 사용 전 패치 테스트를 통해 피부 반응을 확인하는 것을 권장합니다.","[Document(metadata={'name': '팥꽃나무싹추출물', 'type': 'ingredient'}, page_content='팥꽃나무싹추출물은 피부 진정 및 항염 효과로 피부 관리 제품에 사용됩니다. 항산화 성분이 있어 노화 방지에 도움이 될 수 있습니다. 그러나 일부 피부에 자극을 줄 수 있어 사용 전 패치 테스트가 권장됩니다.'), Document(metadata={'name': '리날룰리페룸녹나무잎뿌리오일', 'type': 'ingredient'}, page_content='리날룰리페룸녹나무잎뿌리오일은 주로 항균 및 항염 효과로 알려져 있습니다. 피부 진정 및 보습 효과를 제공하며, 향을 강화하는 데 사용됩니다. 개별 민감성에 따라 피부 자극이 있을 수 있으니 사용 전 패치 테스트가 권장됩니다.')]"
지성 피부가 겨울에 쓰기 좋은 로션 추천해줘,"지성 피부는 겨울철에도 유분과 수분의 균형을 잘 맞춰주는 로션을 사용하는 것이 중요합니다. 과도한 유분을 억제하면서도 충분한 수분을 공급해주는 제품을 추천드립니다.

1. 라로슈포제 에빠끌라 매트 모이스처라이저
   - 주요 성분: 징크 PCA(피지 조절), 글리세린(수분 공급)
   - 추천 이유: 피지 조절과 수분 공급을 동시에 해주어 번들거림 없이 산뜻한 마무리감을 제공합니다.
   - 주요 리뷰
     - 지성 피부에 적합한 매트한 마무리감이 좋고, 번들거림 없이 하루 종일 피부가 보송하게 유지됩니다.

2. 이니스프리 그린티 밸런싱 로션
   - 주요 성분: 녹차 추출물(항산화 및 수분 공급), 판테놀(피부 진정)
   - 추천 이유: 녹차 성분이 피부를 진정시키고 수분을 공급하여 지성 피부에도 부담 없이 사용할 수 있습니다.
   - 주요 리뷰
     - 가벼운 제형으로 빠르게 흡수되며, 피부가 촉촉하면서도 번들거리지 않아 좋습니다.

3. 클리니크 드라마티컬리 디퍼런트 오일-컨트롤 젤
   - 주요 성분: 히알루론산(수분 공급), 실리카(피지 흡수)
   - 추천 이유: 오일 프리 포뮬러로 지성 피부에 적합하며, 수분을 공급하면서도 유분을 효과적으로 조절합니다.
   - 주요 리뷰
     - 오일 프리 제형이라 지성 피부에 딱 맞고, 수분감이 오래 지속되어 피부가 편안합니다.","[Document(metadata={'name': '팥꽃나무싹추출물', 'type': 'ingredient'}, page_content='팥꽃나무싹추출물은 피부 진정 및 항염 효과로 피부 관리 제품에 사용됩니다. 항산화 성분이 있어 노화 방지에 도움이 될 수 있습니다. 그러나 일부 피부에 자극을 줄 수 있어 사용 전 패치 테스트가 권장됩니다.'), Document(metadata={'name': '리날룰리페룸녹나무잎뿌리오일', 'type': 'ingredient'}, page_content='리날룰리페룸녹나무잎뿌리오일은 주로 항균 및 항염 효과로 알려져 있습니다. 피부 진정 및 보습 효과를 제공하며, 향을 강화하는 데 사용됩니다. 개별 민감성에 따라 피부 자극이 있을 수 있으니 사용 전 패치 테스트가 권장됩니다.')]"
지성 피부가 가벼운 앰플 추천해줘,"지성 피부는 유분이 많아 무거운 제품보다는 가벼운 제형의 앰플을 사용하는 것이 좋습니다. 아래에 지성 피부에 적합한 가벼운 앰플을 추천드립니다.

1. **이니스프리 그린티 씨드 세럼**
   - 주요 성분: 녹차 추출물(피부 진정 및 보습), 판테놀(피부 진정 및 보습 강화)
   - 추천 이유: 가벼운 수분감으로 피부에 빠르게 흡수되며, 유분기를 잡아주어 산뜻한 마무리감을 제공합니다.
   - 주요 리뷰
     - 끈적임 없이 산뜻하게 흡수되어 지성 피부에도 부담 없이 사용할 수 있습니다.
     - 피부가 촉촉해지고, 유분이 줄어든 느낌이 들어 만족스럽습니다.

2. **더랩바이블랑두 히알루론산 앰플**
   - 주요 성분: 히알루론산(피부 깊숙한 보습 제공), 알란토인(피부 진정 및 보호)
   - 추천 이유: 가벼운 제형으로 빠르게 흡수되며, 수분을 공급하여 피부를 촉촉하게 유지시켜 줍니다.
   - 주요 리뷰
     - 가벼운 제형이라 지성 피부에도 부담 없이 사용할 수 있으며, 수분감이 오래 지속됩니다.
     - 피부가 부드럽고 촉촉해져서 만족스럽습니다.

3. **토리든 다이브인 저분자 히알루론산 세럼**
   - 주요 성분: 저분자 히알루론산(피부 깊숙한 보습 제공), 판테놀(피부 진정 및 보습 강화)
   - 추천 이유: 가벼운 수분감으로 피부에 빠르게 흡수되며, 유분기를 잡아주어 산뜻한 마무리감을 제공합니다.
   - 주요 리뷰
     - 끈적임 없이 산뜻하게 흡수되어 지성 피부에도 부담 없이 사용할 수 있습니다.
     - 피부가 촉촉해지고, 유분이 줄어든 느낌이 들어 만족스럽습니다.

이 제품들은 지성 피부에 적합한 가벼운 제형으로, 피부에 부담 없이 사용할 수 있습니다. 사용 전 패치 테스트를 통해 피부 반응을 확인하는 것을 권장합니다.","[Document(metadata={'name': '팥꽃나무싹추출물', 'type': 'ingredient'}, page_content='팥꽃나무싹추출물은 피부 진정 및 항염 효과로 피부 관리 제품에 사용됩니다. 항산화 성분이 있어 노화 방지에 도움이 될 수 있습니다. 그러나 일부 피부에 자극을 줄 수 있어 사용 전 패치 테스트가 권장됩니다.'), Document(metadata={'name': '다마스크장미피토플라센타배양추출물', 'type': 'ingredient'}, page_content='다마스크장미피토플라센타배양추출물은 피부 진정 및 보습 효과가 뛰어나며, 항산화 특성을 통해 피부 노화 방지에 도움을 줍니다. 또한, 피부 톤 개선 및 탄력 증대에 기여할 수 있는 성분으로 알려져 있습니다.')]"
